Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
9,4/6/2012,FALSE,68.83,3.891,4876.77,NA,10,1201.8,225.1820555,5.539
9,4/13/2012,FALSE,69.19,3.891,4939.14,856.32,NA,290.87,225.2562439,5.539
9,4/20/2012,FALSE,68.04,3.877,910.31,121.25,2,265.55,225.3117488,5.539
9,4/27/2012,FALSE,73.07,3.814,409.76,NA,0.4,7.88,225.3672537,5.539
9,5/4/2012,FALSE,78.98,3.749,5917.56,NA,68,969.06,225.4227585,5.539
9,5/11/2012,FALSE,70.94,3.688,4727.8,NA,1.04,356.78,225.4782634,5.539
9,5/18/2012,FALSE,69.52,3.63,1926.92,NA,0.24,426.51,225.4942498,5.539
9,5/25/2012,FALSE,79.69,3.561,1574.27,NA,361.83,81.12,225.4944288,5.539
9,6/1/2012,FALSE,80.26,3.501,2542.14,35.6,76.8,374.37,225.4946078,5.539
9,6/8/2012,FALSE,78.91,3.452,3564.15,142.2,0.3,81.26,225.4947868,5.539
9,6/15/2012,FALSE,82.21,3.393,3296.23,176.4,50.03,780.78,225.5070634,5.539
9,6/22/2012,FALSE,81.05,3.346,2886.26,3.8,NA,1270.8,225.5495841,5.539
9,6/29/2012,FALSE,87.18,3.286,2073.16,120,NA,31.75,225.5921049,5.539
9,7/6/2012,FALSE,84.15,3.227,3165.17,87.2,8.08,1642.41,225.6346256,5.277
9,7/13/2012,FALSE,82.39,3.256,3031.81,NA,2.02,47.76,225.6771463,5.277
9,7/20/2012,FALSE,83.39,3.311,1107.97,0.5,5.85,862.28,225.6871121,5.277
9,7/27/2012,FALSE,86.41,3.407,1042.73,8,1.66,1129.2,225.6970779,5.277
9,8/3/2012,FALSE,90.23,3.417,11864.5,61,0.22,1659.09,225.7070437,5.277
9,8/10/2012,FALSE,88.66,3.494,3180.78,-9.94,1.4,2112.03,225.7170094,5.277
9,8/17/2012,FALSE,86.37,3.571,975.91,NA,3,325.68,225.7995323,5.277
9,8/24/2012,FALSE,77.9,3.62,1524.71,NA,1.8,501.16,225.9364729,5.277
9,8/31/2012,FALSE,80.71,3.638,5758.14,NA,17.6,2828.89,226.0734135,5.277
9,9/7/2012,TRUE,87.93,3.73,4837.99,-5.96,22.74,602.8,226.2103541,5.277
9,9/14/2012,FALSE,73.55,3.717,2640.68,NA,10.75,385.53,226.3567545,5.277
9,9/21/2012,FALSE,69.92,3.721,1887.95,1.91,NA,273.53,226.5599138,5.277
9,9/28/2012,FALSE,76.8,3.666,1699.68,1.91,0.55,190.38,226.7630732,5.277
9,10/5/2012,FALSE,66.61,3.617,2657.57,NA,3.01,1107.79,226.9662325,4.954
9,10/12/2012,FALSE,60.09,3.601,520.41,NA,6.01,NA,227.1693919,4.954
9,10/19/2012,FALSE,68.01,3.594,545.72,NA,8,28.94,227.214288,4.954
9,10/26/2012,FALSE,69.52,3.506,512.23,3,8,NA,227.2328068,4.954
9,11/2/2012,FALSE,56.26,3.386,2291.26,2178.48,65.25,20.52,227.2513257,4.954
9,11/9/2012,FALSE,63.9,3.314,3595.06,2243.43,27.65,1000.2,227.2698446,4.954
9,11/16/2012,FALSE,53.15,3.252,1675.29,278.78,35.64,153.18,227.3024293,4.954
9,11/23/2012,TRUE,59.74,3.211,2.5,0.02,55952.99,14.64,227.3537683,4.954
9,11/30/2012,FALSE,53.86,3.207,1383.39,NA,5101.2,101.22,227.4051073,4.954
9,12/7/2012,FALSE,61.19,3.198,2521.31,NA,388,171.98,227.4564463,4.954
9,12/14/2012,FALSE,46.2,3.168,1789.62,NA,182,26.91,227.5178253,4.954
9,12/21/2012,FALSE,53.23,3.098,1374.65,107.88,205.02,NA,227.6394441,4.954
9,12/28/2012,TRUE,40.51,3.108,4089.65,7901.92,292.62,146.64,227.7610629,4.954
9,1/4/2013,FALSE,34.65,3.161,894.63,5462.31,11.72,NA,227.8826817,5.049
9,1/11/2013,FALSE,42.47,3.243,2071.62,3716.52,1.48,27.44,228.0043006,5.049
9,1/18/2013,FALSE,36.34,3.237,3421.04,1401.49,2.88,381.88,228.0355358,5.049
9,1/25/2013,FALSE,49.14,3.227,200.46,348.2,-14.29,59,228.0306176,5.049
9,2/1/2013,FALSE,52.1,3.244,1879.84,168.58,60,1906.67,228.0256994,5.049
9,2/8/2013,TRUE,52.91,3.417,24879.62,283.19,23.36,11771.16,228.0207813,5.049
9,2/15/2013,FALSE,46.86,3.475,4934.31,1410.08,0.18,1471.88,228.0590854,5.049
9,2/22/2013,FALSE,45.91,3.597,2810.86,1405.04,-179.26,63.12,228.2054451,5.049
9,3/1/2013,FALSE,43.73,3.711,3203.42,155.89,NA,4.87,228.3518049,5.049
9,3/8/2013,FALSE,54.57,3.658,7327.86,14.52,20.3,970.77,228.4981646,5.049
9,3/15/2013,FALSE,56.06,3.622,2546.99,NA,0.18,72.19,228.6276239,5.049
9,3/22/2013,FALSE,60,3.611,3054.45,NA,440,472.45,228.714832,5.049
9,3/29/2013,FALSE,52.04,3.606,2347.73,NA,333.84,NA,228.8020401,5.049
9,4/5/2013,FALSE,56.16,3.583,5976.92,627.38,269.52,614.76,228.8892482,4.893
9,4/12/2013,FALSE,63.1,3.529,1113,136.6,29.28,104.16,228.9764563,4.893
9,4/19/2013,FALSE,66.36,3.451,1769.37,NA,97.1,NA,228.9764563,4.893
9,4/26/2013,FALSE,59.94,3.417,316.93,NA,95,7.76,228.9764563,4.893
9,5/3/2013,FALSE,66.21,3.386,1984.01,NA,15,771.12,NA,NA
9,5/10/2013,FALSE,65.33,3.392,1944.79,24,60.14,53.46,NA,NA
9,5/17/2013,FALSE,72.03,3.454,1198.65,25.94,0.06,292.07,NA,NA
9,5/24/2013,FALSE,80.06,3.494,2107.41,4,249.17,109.74,NA,NA
9,5/31/2013,FALSE,78.83,3.466,1573.24,65.11,203.57,5.84,NA,NA
9,6/7/2013,FALSE,78.83,3.439,3845.78,192.57,128.97,1453.88,NA,NA
9,6/14/2013,FALSE,79.43,3.431,958.94,119.77,425.36,510.55,NA,NA
9,6/21/2013,FALSE,79.37,3.479,2301.44,108.68,134.6,336.15,NA,NA
9,6/28/2013,FALSE,85.76,3.495,1358.51,318.95,NA,205.18,NA,NA
9,7/5/2013,FALSE,80.11,3.422,5382.87,886.86,484.64,1899.92,NA,NA
9,7/12/2013,FALSE,85.23,3.4,2239.81,594.63,89.7,404.25,NA,NA
9,7/19/2013,FALSE,75.26,3.556,1040.56,188.09,NA,178.85,NA,NA
9,7/26/2013,FALSE,82.37,3.62,52.43,258.14,NA,2.5,NA,NA
